[2026-04-27T22:37:37.817+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: pinecone_medium_articles.generate_and_ingest manual__2026-04-27T18:00:53.488073+00:00 [queued]>
[2026-04-27T22:37:37.823+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: pinecone_medium_articles.generate_and_ingest manual__2026-04-27T18:00:53.488073+00:00 [queued]>
[2026-04-27T22:37:37.824+0000] {taskinstance.py:2170} INFO - Starting attempt 2 of 3
[2026-04-27T22:37:37.839+0000] {taskinstance.py:2191} INFO - Executing <Task(_PythonDecoratedOperator): generate_and_ingest> on 2026-04-27 18:00:53.488073+00:00
[2026-04-27T22:37:37.843+0000] {standard_task_runner.py:60} INFO - Started process 317 to run task
[2026-04-27T22:37:37.845+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'pinecone_medium_articles', 'generate_and_ingest', 'manual__2026-04-27T18:00:53.488073+00:00', '--job-id', '122', '--raw', '--subdir', 'DAGS_FOLDER/pinecone_medium_dag.py', '--cfg-path', '/tmp/tmpb0r__bzw']
[2026-04-27T22:37:37.847+0000] {standard_task_runner.py:88} INFO - Job 122: Subtask generate_and_ingest
[2026-04-27T22:37:37.891+0000] {task_command.py:423} INFO - Running <TaskInstance: pinecone_medium_articles.generate_and_ingest manual__2026-04-27T18:00:53.488073+00:00 [running]> on host 1b792d0ef707
[2026-04-27T22:37:38.088+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='pinecone_medium_articles' AIRFLOW_CTX_TASK_ID='generate_and_ingest' AIRFLOW_CTX_EXECUTION_DATE='2026-04-27T18:00:53.488073+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-04-27T18:00:53.488073+00:00'
[2026-04-27T22:37:39.896+0000] {pinecone_medium_dag.py:90} INFO - Loading embedding model: all-MiniLM-L6-v2
[2026-04-27T22:37:39.897+0000] {SentenceTransformer.py:196} INFO - Use pytorch device_name: cpu
[2026-04-27T22:37:39.898+0000] {SentenceTransformer.py:204} INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
[2026-04-27T22:37:41.173+0000] {pinecone_medium_dag.py:92} INFO - Loading preprocessed data...
[2026-04-27T22:37:41.216+0000] {pinecone_medium_dag.py:97} INFO - Generating sentence embeddings...
[2026-04-27T22:37:41.218+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:42.955+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.63it/s]
[2026-04-27T22:37:42.957+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:43.174+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.63it/s]
[2026-04-27T22:37:43.175+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.60it/s]
[2026-04-27T22:37:43.176+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:43.394+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.60it/s]
[2026-04-27T22:37:43.395+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.57it/s]
[2026-04-27T22:37:43.398+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:43.630+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.32it/s]
[2026-04-27T22:37:43.631+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.30it/s]
[2026-04-27T22:37:43.632+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:43.851+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.59it/s]
[2026-04-27T22:37:43.852+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.57it/s]
[2026-04-27T22:37:43.854+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:44.092+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.22it/s]
[2026-04-27T22:37:44.094+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.18it/s]
[2026-04-27T22:37:44.097+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:44.330+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.29it/s]
[2026-04-27T22:37:44.332+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.27it/s]
[2026-04-27T22:37:44.336+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:44.603+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.76it/s]
[2026-04-27T22:37:44.603+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.75it/s]
[2026-04-27T22:37:44.605+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:44.830+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.45it/s]
[2026-04-27T22:37:44.831+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.44it/s]
[2026-04-27T22:37:44.833+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:45.052+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.60it/s]
[2026-04-27T22:37:45.054+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.56it/s]
[2026-04-27T22:37:45.057+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:45.310+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.96it/s]
[2026-04-27T22:37:45.311+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.95it/s]
[2026-04-27T22:37:45.313+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:45.600+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.48it/s]
[2026-04-27T22:37:45.601+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.48it/s]
[2026-04-27T22:37:45.602+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:45.874+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.69it/s]
[2026-04-27T22:37:45.876+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.66it/s]
[2026-04-27T22:37:45.879+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:46.131+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.99it/s]
[2026-04-27T22:37:46.132+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.97it/s]
[2026-04-27T22:37:46.133+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:46.379+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.09it/s]
[2026-04-27T22:37:46.379+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.08it/s]
[2026-04-27T22:37:46.381+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:46.618+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.23it/s]
[2026-04-27T22:37:46.619+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.21it/s]
[2026-04-27T22:37:46.621+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:46.870+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.03it/s]
[2026-04-27T22:37:46.872+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.00it/s]
[2026-04-27T22:37:46.874+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:47.137+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.81it/s]
[2026-04-27T22:37:47.138+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.79it/s]
[2026-04-27T22:37:47.140+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:47.371+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.35it/s]
[2026-04-27T22:37:47.372+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.33it/s]
[2026-04-27T22:37:47.373+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:47.642+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.72it/s]
[2026-04-27T22:37:47.643+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.71it/s]
[2026-04-27T22:37:47.646+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:47.912+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.79it/s]
[2026-04-27T22:37:47.913+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.77it/s]
[2026-04-27T22:37:47.915+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:48.215+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.35it/s]
[2026-04-27T22:37:48.216+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.34it/s]
[2026-04-27T22:37:48.220+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:48.521+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.33it/s]
[2026-04-27T22:37:48.523+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.30it/s]
[2026-04-27T22:37:48.526+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:48.864+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.97it/s]
[2026-04-27T22:37:48.865+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.96it/s]
[2026-04-27T22:37:48.869+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:49.119+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.02it/s]
[2026-04-27T22:37:49.121+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.99it/s]
[2026-04-27T22:37:49.123+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:49.482+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.79it/s]
[2026-04-27T22:37:49.483+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.78it/s]
[2026-04-27T22:37:49.485+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:49.850+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.75it/s]
[2026-04-27T22:37:49.851+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.74it/s]
[2026-04-27T22:37:49.853+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:50.114+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.87it/s]
[2026-04-27T22:37:50.115+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.86it/s]
[2026-04-27T22:37:50.117+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:50.374+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.90it/s]
[2026-04-27T22:37:50.375+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.87it/s]
[2026-04-27T22:37:50.377+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:50.615+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.22it/s]
[2026-04-27T22:37:50.616+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.21it/s]
[2026-04-27T22:37:50.618+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:50.911+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.41it/s]
[2026-04-27T22:37:50.912+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.40it/s]
[2026-04-27T22:37:50.914+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:51.168+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.95it/s]
[2026-04-27T22:37:51.168+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.94it/s]
[2026-04-27T22:37:51.170+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:51.425+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.93it/s]
[2026-04-27T22:37:51.426+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.91it/s]
[2026-04-27T22:37:51.428+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:51.718+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.46it/s]
[2026-04-27T22:37:51.719+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.45it/s]
[2026-04-27T22:37:51.722+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:52.022+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.35it/s]
[2026-04-27T22:37:52.022+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.34it/s]
[2026-04-27T22:37:52.025+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:52.276+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.98it/s]
[2026-04-27T22:37:52.277+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.97it/s]
[2026-04-27T22:37:52.280+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:52.515+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.28it/s]
[2026-04-27T22:37:52.515+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.27it/s]
[2026-04-27T22:37:52.517+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:52.794+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.63it/s]
[2026-04-27T22:37:52.795+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.62it/s]
[2026-04-27T22:37:52.797+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:53.131+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.02it/s]
[2026-04-27T22:37:53.134+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  2.99it/s]
[2026-04-27T22:37:53.138+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:53.395+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.92it/s]
[2026-04-27T22:37:53.396+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.91it/s]
[2026-04-27T22:37:53.398+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:53.630+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.32it/s]
[2026-04-27T22:37:53.631+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.29it/s]
[2026-04-27T22:37:53.635+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:53.942+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.27it/s]
[2026-04-27T22:37:53.943+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.26it/s]
[2026-04-27T22:37:53.944+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:54.184+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.18it/s]
[2026-04-27T22:37:54.185+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.17it/s]
[2026-04-27T22:37:54.187+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:54.459+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.68it/s]
[2026-04-27T22:37:54.461+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.65it/s]
[2026-04-27T22:37:54.463+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:54.792+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.04it/s]
[2026-04-27T22:37:54.793+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.03it/s]
[2026-04-27T22:37:54.797+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:55.033+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.24it/s]
[2026-04-27T22:37:55.034+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.22it/s]
[2026-04-27T22:37:55.036+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:55.291+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.94it/s]
[2026-04-27T22:37:55.291+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  3.93it/s]
[2026-04-27T22:37:55.293+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:55.522+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.38it/s]
[2026-04-27T22:37:55.523+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.37it/s]
[2026-04-27T22:37:55.524+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:55.752+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.40it/s]
[2026-04-27T22:37:55.752+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.39it/s]
[2026-04-27T22:37:55.754+0000] {logging_mixin.py:188} WARNING - Batches:   0%|          | 0/1 [00:00<?, ?it/s]
[2026-04-27T22:37:55.968+0000] {logging_mixin.py:188} WARNING - Batches: 100%|##########| 1/1 [00:00<00:00,  4.68it/s]
